ISELL_ORDER_NUMBER,PICK_ID,ARTNO,ARTNAME_UNICODE,ORDER_TYPE,PICK_AREA
1352318619,60358,40348715,BESTNdrwrrnnrssft-clsng2-p,Truck,SelfServe
1352318619,60358,40351246,BESTNdrwrfrm60x15x40black-brown,Truck,SelfServe
1352318619,60358,60245957,BESTframe60x20x38black-brown,Truck,SelfServe
1352318619,60358,60245962,BESTframe60x40x38black-brown,Truck,SelfServe
1352318619,60358,60293566,STUBBARPlegblack-brown2-p,Truck,SelfServe
1352318619,60358,60295532,BESTglassshelf56x36glass,Truck,SelfServe
1352318619,60358,70245952,BESTframe120x40x38black-brown,Truck,SelfServe
1352318619,60358,70488318,BESTNNsusprl60silver-colour,Truck,SelfServe
1352318619,60358,80261258,BESTsoftclsng/push-openhinge2-p,Truck,SelfServe
1352318619,60358,90245946,BESTframe60x40x192black-brown,Truck,SelfServe
1352318619,60358,90294512,BESTTVbnch120x40x38black-brown,Truck,SelfServe
1352318152,60359,10423886,NORDENNNgatetbl26/89/152x80white,Truck,SelfServe
1352319322,60360,30327252,HRLIGAglassdomewbase20clearglass,Collect,Markethall
1350887271,60361,10446883,FRNIMMANpowersuppcrd3.5mGB,Truck,Markethall
1350887271,60361,50356187,TRDFRIdrvrfwrlsscntrl10Wsmartgrey,Truck,Markethall
1350887271,60361,60529084,VERSIDANLEDwrdlghtstrpwsensor46dimwhiUK,Truck,Markethall
1350887271,60362,228705,BRIMNESday-bdfrmw2drwrs80x200whiteN,Truck,SelfServe
1350887271,60362,10357004,KALLRRhandle405mmstainlesssteel2-p,Truck,SelfServe
1350887271,60362,10486732,VANNpcktsprmatt80x200firm/beigeGB,Truck,SelfServe
1350887271,60362,40480856,GOTNESfoammatt80x200firm/lightblueGB,Truck,SelfServe
1350887271,60363,214505,KOMPLsoftclsnghinge3-p,Truck,FullServeinternal
1350887271,60363,10246308,KOMPLNdrawer50x58white,Truck,FullServeinternal
1350887271,60363,10257306,KOMPLmeshbskt50x58white,Truck,FullServeinternal
1350887271,60363,10368489,KOMPLsoftclsnghingefcornsect6-p,Truck,FullServeinternal
1350887271,60363,20423602,FORSANDdoor25x195white,Truck,FullServeinternal
1350887271,60363,30246722,KOMPLdrawer50x35white,Truck,FullServeinternal
1350887271,60363,30263245,KOMPLp-outrailfbskt58white2-p,Truck,FullServeinternal
1350887271,60363,30277959,KOMPLshelf50x58white,Truck,FullServeinternal
1350887271,60363,40256895,KOMPLclothesrail75white,Truck,FullServeinternal
1350887271,60363,60442383,FORSANDNdoor50x195white,Truck,FullServeinternal
1350887271,60363,70214559,PAXwrdfrm50x58x201whiteN,Truck,FullServeinternal
1350887271,60363,70214564,PAXwrdfrm75x58x201whiteN,Truck,FullServeinternal
1350887271,60363,70346932,PAXadd-oncrnrutw4shlvs53x58x201white,Truck,FullServeinternal
1350887271,60363,80331930,HEIMdoor50x195mirrorglass,Truck,FullServeinternal
1350887271,60363,90256893,KOMPLclothesrail50white,Truck,FullServeinternal
1350766914,60368,20214566,PAXwrdfrm100x58x201whiteN,Customer,FullServeinternal
1350766914,60368,30256891,KOMPLclothesrail100white,Customer,FullServeinternal
1350766914,60368,70277957,KOMPLshelf100x58white,Customer,FullServeinternal
1350766914,60368,90246352,KOMPLNdrawer100x58white,Customer,FullServeinternal
1350766914,60368,30263245,KOMPLp-outrailfbskt58white2-p,Customer,FullServeinternal
1350766914,60368,257298,KOMPLmeshbskt100x58white,Customer,FullServeinternal
1350766914,60368,214505,KOMPLsoftclsnghinge3-p,Customer,FullServeinternal
1350766914,60368,60442383,FORSANDNdoor50x195white,Customer,FullServeinternal
1350815834,60364,60263244,KOMPLp-outrailfbskt35white2-p,Customer,FullServeinternal
1352319953,60367,228705,BRIMNESday-bdfrmw2drwrs80x200whiteN,Truck,SelfServe
1352319953,60367,60481384,SVANGfoammatt80x200firm/whiteGB,Truck,SelfServe
1352317844,60365,20275814,KALLAXshelvingunit77x77white,Collect,SelfServe
1352317844,60365,20301554,KALLAXshelvingunit42x41white,Collect,SelfServe
1352319953,60366,426828,STOENSEruglowpile170x240mediumgrey,Truck,Markethall
1352320401,60369,10056770,DIMPAstorbag65x22x65transparent,Collect,Markethall
1352320401,60369,17228340,FRAKTAcarrierbaglarge55x37x35cm/71lblue,Collect,Markethall
1352320401,60369,20503236,KAOSIGfoldingbox48x35x24grey,Collect,Markethall
1352320401,60369,30524573,VINTERFINT2022string40mwhite/gold-colour,Collect,Markethall
1352320401,60369,50342237,ISTADNresealablebaggrey/white50-p,Collect,Markethall
1352320401,60369,50395382,PRKLAstorcase55x49x19,Collect,Markethall
1352320401,60369,50534632,SCKKRRAcarrierbag37x57x39cm/71lgreen,Collect,Markethall
1352320401,60369,60534288,SKYNKEcarrierbag45x36black/beigedotpattern,Collect,Markethall
1352320401,60369,60534641,SCKKRRAcarrierbag37x57x39cm/71lof-wh/blstr,Collect,Markethall
1352320401,60369,70534645,SCKKRRAstorcase55x49x19off-white/green,Collect,Markethall
1352320401,60369,90523014,SMYCKAartwreath22in/outdoorbeech,Collect,Markethall
1352320401,60369,90542668,BASTUAcarrierbag22x22x15cm/7lpink,Collect,Markethall
1350842867,60370,80474764,TROTTENtrolley80x40white,Customer,FullServeinternal
1352319586,60372,60498110,SEKINERhookfdrwhite,Collect,Markethall
1350801140,60371,80221451,UTRUSTAdrwrfrntlow40white,AfterSales,FullServeinternal
1352319586,60373,30428326,HYLLISshelvut60x27x74in/outdoor,Collect,SelfServe
1352319586,60373,20488504,HYLLISshelvut40x27x183in/outdoor,Collect,SelfServe
1352321210,60374,70530256,BISSANshoecab2comp49x28x93white,Collect,SelfServe
1352321637,60377,461379,KALASNNmugmixedcolours,Collect,Markethall
1352321637,60377,502105,LUGNAREscntdcndlinglss20hrJasmine/pink,Collect,Markethall
1352321637,60377,10339171,BEVARANsealclips30mixedcolours/mixedsizes,Collect,Markethall
1352321637,60377,10502379,ADLADscntdcndlinglss12hrScandWoods/whi,Collect,Markethall
1352321637,60377,20393247,IKEA365+jar3.3lround/glass,Collect,Markethall
1352321637,60377,20440362,SVENSSmemoboard40x60black,Collect,Markethall
1352321637,60377,30393497,IKEA365+lidround/glass,Collect,Markethall
1352321637,60377,30466224,TOTEBOblackbrdchalkpenwhite,Collect,Markethall
1352321637,60377,60280205,KUGGISboxwlid26x35x15white,Collect,Markethall
1352321637,60377,70177255,VARIERANbox34x24white,Collect,Markethall
1352321637,60377,80393249,IKEA365+jar1.7lround/glass,Collect,Markethall
1352321637,60377,80461380,KALASNNplatemixedcolours6-p,Collect,Markethall
1352321637,60377,80502111,STRTSKNscntdcndlinglss20hrBerries/red,Collect,Markethall
1352321637,60377,90066708,"IKEA365+dryfoodjarwlid2,3ltrp/white",Collect,Markethall
1352321210,60375,452544,PLATSAopenshoestorut80x40x60white,Collect,FullServeinternal
1352319508,60376,90451309,VESTMARKAsprmattStanDblmediumfirm/lblueGB,Truck,SelfServe
1352319570,60378,10178601,MALMchest/2drw40x55whitestainedoakveneer,Truck,SelfServe
1352319570,60378,50357002,KALLRRhandle213mmstainlesssteel2-p,Truck,SelfServe
1352319570,60379,214505,KOMPLsoftclsnghinge3-p,Truck,FullServeinternal
1352319570,60379,10257306,KOMPLmeshbskt50x58white,Truck,FullServeinternal
1352319570,60379,20201724,PAXwrdfrm50x58x201whitestainedoakeffect,Truck,FullServeinternal
1352319570,60379,30256891,KOMPLclothesrail100white,Truck,FullServeinternal
1352319570,60379,30263245,KOMPLp-outrailfbskt58white2-p,Truck,FullServeinternal
1352319570,60379,40201723,PAXwrdfrm100x58x201whitestainedoakeffect,Truck,FullServeinternal
1352319570,60379,70277981,KOMPLshelf50x58wsoeff,Truck,FullServeinternal
1352319570,60379,80331930,HEIMdoor50x195mirrorglass,Truck,FullServeinternal
1352319570,60379,90256893,KOMPLclothesrail50white,Truck,FullServeinternal
1352319570,60379,90434961,FORSANDdoor50x195wsoeff,Truck,FullServeinternal
1352320271,60380,70256931,KOMPLvalethngr17x5white,Truck,Markethall
1352320271,60381,80214549,MALMchest/2drw40x55whiteN,Truck,SelfServe
1352320271,60382,20214566,PAXwrdfrm100x58x201whiteN,Truck,FullServeinternal
1352320271,60382,30256891,KOMPLclothesrail100white,Truck,FullServeinternal
1352320271,60382,30277959,KOMPLshelf50x58white,Truck,FullServeinternal
1352320271,60382,40211977,PAXwrdfrm75x35x201whiteN,Truck,FullServeinternal
1352320271,60382,40256895,KOMPLclothesrail75white,Truck,FullServeinternal
1352320271,60382,40277992,KOMPLshelf50x35white,Truck,FullServeinternal
1352320271,60382,50257253,KOMPLshoeshlf100x35white,Truck,FullServeinternal
1352320271,60382,70214559,PAXwrdfrm50x58x201whiteN,Truck,FullServeinternal
1352320271,60382,70214564,PAXwrdfrm75x58x201whiteN,Truck,FullServeinternal
1352320271,60382,70277957,KOMPLshelf100x58white,Truck,FullServeinternal
1352320271,60382,70277995,KOMPLshelf75x35white,Truck,FullServeinternal
1352320271,60382,70346932,PAXadd-oncrnrutw4shlvs53x58x201white,Truck,FullServeinternal
1352320271,60382,80257261,KOMPLshoeshlf75x35white,Truck,FullServeinternal
1352320271,60382,80509481,KOMPLNp-outtrsrhngr75x35darkgrey,Truck,FullServeinternal
1352320271,60382,90256893,KOMPLclothesrail50white,Truck,FullServeinternal
1352320271,60382,90277961,KOMPLshelf75x58white,Truck,FullServeinternal
1352320271,60382,90404822,MALMNottomanbedStanKgwhiteGB,Truck,FullServeinternal
1352321925,60384,4375085,FIXAdiffusionbarrierchrome-plated,Truck,Markethall
1352321925,60384,80398058,HLLBARbinwlid10llightgrey,Truck,Markethall
1352322117,60383,30295656,FISKBOframe21x30black,Collect,Markethall
1352321925,60385,10205483,BODBYNdoor20x80off-white,Truck,SelfServe
1352321925,60385,10338421,BAGGANSknob20mmstainlesssteel2-p,Truck,SelfServe
1352321925,60386,205493,BODBYNdrawerfrt80x40off-white,Truck,FullServeinternal
1352321925,60386,205501,BODBYNdrawerfrt60x40off-white,Truck,FullServeinternal
1352321925,60386,205662,UTRUSTAshelfcrwallcb68white,Truck,FullServeinternal
1352321925,60386,212554,MEcrnrwllcbfrm68x68x60white,Truck,FullServeinternal
1352321925,60386,285036,MANdrwrmed40x60whiteI,Truck,FullServeinternal
1352321925,60386,10205614,UTRUSTAshelf60x37white2-p,Truck,FullServeinternal
1352321925,60386,10205633,MEfrmbasecb80x60x80white,Truck,FullServeinternal
1352321925,60386,10301960,UTRUSTAbrktfovengalvanised,Truck,FullServeinternal
1352321925,60386,10311539,LILLVIKENwatertrap/strainer1bowl,Truck,FullServeinternal
1352321925,60386,20204652,UTRUSTAdrwrfrntlow80white,Truck,FullServeinternal
1352321925,60386,20285040,MANdrwrmed80x60whiteI,Truck,FullServeinternal
1352321925,60386,20297279,MAintfittpull-out20I,Truck,FullServeinternal
1352321925,60386,20359229,HAVSENsinkbowlwvsblfrnt62x48white,Truck,FullServeinternal
1352321925,60386,30205496,BODBYNdrawerfrt40x20off-white,Truck,FullServeinternal
1352321925,60386,30205613,UTRUSTAshelf40x60white2-p,Truck,FullServeinternal
1352321925,60386,30212562,MEfrmbasecb20x60x80white,Truck,FullServeinternal
1352321925,60386,30238859,MAadd-onsidefdrwrmed60glass2-p,Truck,FullServeinternal
1352321925,60386,30261307,FRBTTRAdecoplnth221x8off-white,Truck,FullServeinternal
1352321925,60386,30312236,UTRUSTAconnrailffrntsI,Truck,FullServeinternal
1352321925,60386,40204651,UTRUSTAdrwrfrntlow60white,Truck,FullServeinternal
1352321925,60386,40205599,MEleg84-p,Truck,FullServeinternal
1352321925,60386,40234436,FRBTTRAcvrpnl39x86off-white,Truck,FullServeinternal
1352321925,60386,50205495,BODBYNdrawerfrt60x10off-white2-p,Truck,FullServeinternal
1352321925,60386,50238858,MAadd-onsidefdrwrhigh60glass2-p,Truck,FullServeinternal
1352321925,60386,50285034,MANdrwrlow80x60whiteI,Truck,FullServeinternal
1352321925,60386,60205485,BODBYNdoor60x60off-white,Truck,FullServeinternal
1352321925,60386,60285024,MANdrwrhigh60x45whiteI,Truck,FullServeinternal
1352321925,60386,60335199,KARLBYNwt246x3.8oak/veneer,Truck,FullServeinternal
1352321925,60386,70205480,BODBYNdoor40x80off-white,Truck,FullServeinternal
1352321925,60386,70213569,MEbasecbfb-inoven/sink60x60x80white,Truck,FullServeinternal
1352321925,60386,70285028,MANdrwrhigh80x60whiteI,Truck,FullServeinternal
1352321925,60386,80205535,MEfrmwllcb60x37x60white,Truck,FullServeinternal
1352321925,60386,80208261,BODBYNdrawerfrt60x20off-white,Truck,FullServeinternal
1352321925,60386,80213432,MEfrmbasecb40x60x80white,Truck,FullServeinternal
1352321925,60386,80519946,VIMMERNNkitmixtap/hndspstainlesssteelcolGB,Truck,FullServeinternal
1352321925,60386,80524882,UTRUSTANNhingewb-indmprfktchn1102-p,Truck,FullServeinternal
1352321925,60386,90205484,BODBYNdoor40x60off-white,Truck,FullServeinternal
1352321925,60386,90205498,BODBYNdrawerfrt80x20off-white,Truck,FullServeinternal
1352321925,60386,90285032,MANdrwrlow60x60whiteI,Truck,FullServeinternal
1350818197,60387,30382347,HOKKSUND4pnlsfsldngdrfrm75x201hi-gllgrey,Customer,FullServeinternal
1350818197,60387,10458183,PAXNNsliddrspairfrmwrail150x201alum,Customer,FullServeinternal
1350818197,60387,60211274,AULI4pnlsfsldngdrfrm75x201mirrorglass,Customer,FullServeinternal
1350818197,60387,60246396,KOMPLdividerffrms75-100x58white,Customer,FullServeinternal
1350818197,60387,10257306,KOMPLmeshbskt50x58white,Customer,FullServeinternal
1350818197,60387,10246308,KOMPLNdrawer50x58white,Customer,FullServeinternal
1350818197,60387,70214564,PAXwrdfrm75x58x201whiteN,Customer,FullServeinternal
1350818197,60387,30263245,KOMPLp-outrailfbskt58white2-p,Customer,FullServeinternal
1350818197,60387,20257315,KOMPLmeshbskt75x58white,Customer,FullServeinternal
1350818197,60387,90277961,KOMPLshelf75x58white,Customer,FullServeinternal
1350818197,60387,40256895,KOMPLclothesrail75white,Customer,FullServeinternal
1352322438,60388,428549,SKUBBNboxs6white,Collect,Markethall
1352322438,60389,20278167,KALLAXinsertwdoor33x33white,Collect,SelfServe
1350895912,60390,20214566,PAXwrdfrm100x58x201whiteN,Customer,FullServeinternal
1350895912,60390,70214559,PAXwrdfrm50x58x201whiteN,Customer,FullServeinternal
1350895912,60390,70277957,KOMPLshelf100x58white,Customer,FullServeinternal
1350895912,60390,30256891,KOMPLclothesrail100white,Customer,FullServeinternal
1350895912,60390,90246352,KOMPLNdrawer100x58white,Customer,FullServeinternal
1352323304,60391,100467,PAPPISboxwlid25x34x26brown,Collect,Markethall
1352323304,60391,473693,KNALLANbag40x25x47cm/47lblack/white,Collect,Markethall
1352323304,60391,10056770,DIMPAstorbag65x22x65transparent,Collect,Markethall
1352323304,60391,10477049,DUNDERGUBBEmovingbox50x31x40brown,Collect,Markethall
1352323304,60391,10482036,RENSAREwaterproofbag16x12x24cm/2.5l,Collect,Markethall
1352323304,60391,20504194,GRSNYGGcarrierbagla57x37x39cm/71llbeige,Collect,Markethall
1352323304,60391,30432502,RENSAREclothesbags3checkpattern/greyblack,Collect,Markethall
1352323304,60391,30522381,PRKLAshoebag48x22,Collect,Markethall
1352323304,60391,40504193,GRSNYGGstorcase55x49x19white/transparent,Collect,Markethall
1352323304,60391,40534562,DUNDERGUBBEmovingbox64x34x40cm/80lbrown,Collect,Markethall
1352323304,60391,50395382,PRKLAstorcase55x49x19,Collect,Markethall
1352324528,60394,90184047,MARIUSstool45white,Collect,SelfServe
1352324166,60392,40545283,SORTSrugflatwoven55x85lightgreen,Collect,Markethall
1352324528,60393,428549,SKUBBNboxs6white,Collect,Markethall
1352324523,60395,20378464,RIBBANNframe50x23white,Collect,Markethall
1352324523,60395,60399902,SANDSHULTbracket18x22aspen,Collect,Markethall
1352324523,60395,70421238,BERGSHULTshelf80x20white,Collect,Markethall
1352322177,60396,30295656,FISKBOframe21x30black,Collect,Markethall
1352322177,60396,40243596,LILLNAGGENsqueegee,Collect,Markethall
1352322177,60396,70118968,JLLlaundbag/stand70lwhite,Collect,Markethall
1352322177,60396,90224048,SKUBBlaundbag/stand80lwhite,Collect,Markethall
1352325156,60397,263850,BILLYNNNbookcs80x28x202white,Truck,SelfServe
1352325415,60398,50180027,MICKEadd-onunithigh105x65black-brown,Collect,SelfServe
1352323564,60399,50467883,SMAKLIGinductionhob59IKEA500black,Truck,FullServeinternal
1352326757,60401,20396929,FRIDANSblck-outrllrblnd200x195grey,Collect,Markethall
1352325678,60400,80242892,JLLdryingrckin/outwhite,Collect,SelfServe
1352369913,60402,90520746,KOLBJRNcabinetin/out80x81brown-red,Customer,FullServeinternal
1352326702,60403,20110540,KNIPSAbasket32x33x32seagrass,Collect,Markethall
1352326803,60404,20434115,SMSTADdrawerfrt60x30green,Truck,FullServeinternal
1352326803,60404,40436774,KONSTRUERAdrwrwithoutfront30x60white,Truck,FullServeinternal
1352326803,60404,50454036,SMSTADloftbdfrmwdsk+stor90x200white,Truck,FullServeinternal
1352327052,60405,10339171,BEVARANsealclips30mixedcolours/mixedsizes,Truck,Markethall
1352327052,60405,20476346,RINNIGteatowel45x60whidgrey/patterned4-p,Truck,Markethall
1352327052,60405,20482494,DVALAfittsheetDBLlightgreyUK,Truck,Markethall
1352327052,60405,20549668,DVALApwc50x80grey-green2-p,Truck,Markethall
1352327052,60405,40243214,NEJLIKApwc74x75white,Truck,Markethall
1352327052,60405,60357247,DVALANpwc50x80black2-p,Truck,Markethall
1352327052,60405,60476354,RINNIGteatowel45x60white/green/patterned4-p,Truck,Markethall
1352327052,60405,80236103,NEJLIKApillow74x75whiteGB,Truck,Markethall
1352327052,60405,90460573,VILDKORNpillowhigh50x80GB,Truck,Markethall
1352372348,60407,40436991,LOMMARPbookcs65x199lightbeige,Customer,FullServeinternal
1352327052,60406,40482515,MALMchest/6drw80x123greystained,Truck,SelfServe
1352327052,60406,50516063,TROFASTframe34x44x56white,Truck,SelfServe
1352327052,60406,80089239,TROFASTNstorbox42x30x10white,Truck,SelfServe
1352327518,60408,70313007,HAMPENrughighpile133x195grey,Collect,Markethall
1352327215,60409,351743,MICKEadd-onunithigh105x65oakeffect,Collect,SelfServe
1352368779,60410,30404028,KOMPLinsfjwllry25x53x5lightgrey,Truck,SelfServe
1352368779,60410,50334303,BILLSBROhandle120mmwhite2-p,Truck,SelfServe
1352368779,60410,50404032,KOMPLinsertw4comp25x53x5lightgrey,Truck,SelfServe
1352368779,60410,70404026,KOMPLinsertw4comp15x53x5lightgrey,Truck,SelfServe
1352368779,60411,214505,KOMPLsoftclsnghinge3-p,Truck,FullServeinternal
1352368779,60411,421185,MEHAMN4pnlsfsldngdrfrm100x201wsoeff/wh,Truck,FullServeinternal
1352368779,60411,10211276,AULI4pnlsfsldngdrfrm100x201mirrorglass,Truck,FullServeinternal
1352368779,60411,10246308,KOMPLNdrawer50x58white,Truck,FullServeinternal
1352368779,60411,20214566,PAXwrdfrm100x58x201whiteN,Truck,FullServeinternal
1352368779,60411,20246360,KOMPLp-outtray50x58white,Truck,FullServeinternal
1352368779,60411,20246708,KOMPLdrwrwglssfrnt100x58white,Truck,FullServeinternal
1352368779,60411,30256891,KOMPLclothesrail100white,Truck,FullServeinternal
1352368779,60411,30277959,KOMPLshelf50x58white,Truck,FullServeinternal
1352368779,60411,40458191,PAXNNsliddrspairfrmwrail200x201white,Truck,FullServeinternal
1352368779,60411,60442383,FORSANDNdoor50x195white,Truck,FullServeinternal
1352368779,60411,70214559,PAXwrdfrm50x58x201whiteN,Truck,FullServeinternal
1352368779,60411,70246386,KOMPLp-outtray100x58white,Truck,FullServeinternal
1352368779,60411,70257638,KOMPLglassshelf100x58white,Truck,FullServeinternal
1352368779,60411,70277957,KOMPLshelf100x58white,Truck,FullServeinternal
1352368779,60411,90246352,KOMPLNdrawer100x58white,Truck,FullServeinternal
1352368779,60411,90256893,KOMPLclothesrail50white,Truck,FullServeinternal
1352327541,60413,426282,BERGSHULTshelf80x30brown-black,Truck,Markethall
1352327541,60413,30430536,GRANHULTbracket30x12nickel-plated2-p,Truck,Markethall
1352327541,60413,80430534,GRANHULTjointingbracket30x12nickel-plated,Truck,Markethall
1352327796,60412,537652,RFFELBJRKvase20mother-of-pearlcolour,Collect,Markethall
1352327541,60414,392461,HEMNESchest/2drw54x66greystained,Truck,SelfServe
1352327541,60414,10365928,NORDLImdlrchstof3drwrs40x68anthracite,Truck,SelfServe
1352327541,60414,30366007,NORDLItop+plnth80x47anthracite,Truck,SelfServe
1352327541,60414,30392469,HEMNESchest/8drw160x96greystained,Truck,SelfServe
1352327541,60414,50391421,NORDLItop+plnth40x47anthracite,Truck,SelfServe
1352327541,60414,60365855,NORDLImdlrchstof2drwrs80x45anthracite,Truck,SelfServe
1352328408,60416,334923,KUNGSFORSmagneticclipstainlesssteel3-p,Collect,Markethall
1352328408,60416,40498234,VINDSTYRKAairqualitysensorsmartEU,Collect,Markethall
1352374477,60415,50422494,GODISHUSwardrobe60x51x178white,Truck,SelfServe
1352327476,60417,20320802,SKDIShookwhite5-p,Truck,Markethall
1352327476,60417,20519888,SKDIShook19mmwhite5-p,Truck,Markethall
1352327476,60417,50335618,SKDIShookwhite2-p,Truck,Markethall
1352327476,60417,80534372,SKDISpgbrd36x56black,Truck,Markethall
1352327476,60418,214505,KOMPLsoftclsnghinge3-p,Truck,FullServeinternal
1352327476,60418,10368489,KOMPLsoftclsnghingefcornsect6-p,Truck,FullServeinternal
1352327476,60418,20207410,BERGSBOdoor50x195white,Truck,FullServeinternal
1352327476,60418,20214566,PAXwrdfrm100x58x201whiteN,Truck,FullServeinternal
1352327476,60418,20246360,KOMPLp-outtray50x58white,Truck,FullServeinternal
1352327476,60418,30256891,KOMPLclothesrail100white,Truck,FullServeinternal
1352327476,60418,70214559,PAXwrdfrm50x58x201whiteN,Truck,FullServeinternal
1352327476,60418,70277957,KOMPLshelf100x58white,Truck,FullServeinternal
1352327476,60418,70346932,PAXadd-oncrnrutw4shlvs53x58x201white,Truck,FullServeinternal
1352329857,60419,177225,STDJAcutlerytray51x50white,Collect,Markethall
1352329857,60419,542998,KORKENbttlewstppr0.5lclgls/pattlyel,Collect,Markethall
1352329857,60419,20132453,TRYGGservbowl28clearglass,Collect,Markethall
1352329857,60419,20448834,HULTARPcontainer31x16black/mesh,Collect,Markethall
1352329857,60419,20508408,FEJKAartiptpl9in/out/Stringofbananashang,Collect,Markethall
1352329857,60419,20543001,KORKENbttlewstppr1lbrown,Collect,Markethall
1352329857,60419,30213552,KORKENbttlewstppr1lclearglass,Collect,Markethall
1352329857,60419,40323654,KORKENjar/lid13clclearglass3-p,Collect,Markethall
1352329857,60419,40508407,FEJKAartpottplntwpots35in/outdoorherbs,Collect,Markethall
1352329857,60419,40508884,SAGOGRYNplantpot9grey/handmade,Collect,Markethall
1352329857,60419,50213546,KORKENjar/lid1lclearglass,Collect,Markethall
1352329857,60419,50512649,TOLKNINGbskthangs2handmadebamboo,Collect,Markethall
1352329857,60419,70213545,KORKENjar/lid0.5lclearglass,Collect,Markethall
1352329857,60419,70466811,FEJKAartifipttdplant9in/outhanging/eucal,Collect,Markethall
1352329857,60419,70532062,HGAFFELwallhook3-p,Collect,Markethall
1352329857,60419,90213549,KORKENjar/lid2lclearglass,Collect,Markethall
1352329857,60419,90279719,IKEA365+carafewstppr1lclearglass/cork,Collect,Markethall
1352329857,60419,90538001,FEJKAartpttdplntwpot6in/outwhi/green,Collect,Markethall
1348972323,60421,70256931,KOMPLvalethngr17x5white,Truck,Markethall
1352329857,60420,20312492,OBSERVATRclip-onbasketgrey-brown,Collect,SelfServe
1352329857,60420,40448036,TENHULTstepstool43x40x50bamboo,Collect,SelfServe
1348972323,60422,10357004,KALLRRhandle405mmstainlesssteel2-p,Truck,SelfServe
1348972323,60423,246417,KOMPLdividerffrms100x58white,Truck,FullServeinternal
1348972323,60423,10246308,KOMPLNdrawer50x58white,Truck,FullServeinternal
1348972323,60423,10257306,KOMPLmeshbskt50x58white,Truck,FullServeinternal
1348972323,60423,30214504,KOMPLsoftclsnghinge4-p,Truck,FullServeinternal
1348972323,60423,30256891,KOMPLclothesrail100white,Truck,FullServeinternal
1348972323,60423,30263245,KOMPLp-outrailfbskt58white2-p,Truck,FullServeinternal
1348972323,60423,30277959,KOMPLshelf50x58white,Truck,FullServeinternal
1348972323,60423,50214560,PAXwrdfrm100x58x236whiteN,Truck,FullServeinternal
1348972323,60423,50330606,FARDALdoor50x229high-glosslightgrey,Truck,FullServeinternal
1348972323,60423,70246683,KOMPLdrwrwglssfrnt50x58white,Truck,FullServeinternal
1348972323,60423,70277957,KOMPLshelf100x58white,Truck,FullServeinternal
1348972323,60423,80214568,PAXwrdfrm50x58x236whiteN,Truck,FullServeinternal
1348972323,60423,80410055,HEIMdoor50x229mirrorglass,Truck,FullServeinternal
1348972323,60423,90256893,KOMPLclothesrail50white,Truck,FullServeinternal
1352330031,60424,90309245,KULLENNchest/6drw140x72white,Collect,SelfServe
1352330478,60425,20341965,BLDDRAbox33x38x33grey,Truck,Markethall
1352330478,60426,30219281,DRNAbox33x38x33black,Truck,SelfServe
1352330478,60426,80275887,KALLAXshelvingunit77x147white,Truck,SelfServe
1352330873,60427,50424054,MALMNchest/4drw80x100high-glosswhite,Collect,SelfServe
1352330819,60428,10378445,RIBBANNframe10x15black,Truck,Markethall
1352330819,60428,50378410,RIBBANframe10x15white,Truck,Markethall
1352330819,60429,10408683,HACKShandle300mmwhite2-p,Truck,SelfServe
1352330819,60429,90282180,LACKNwllshlf110x26white,Truck,SelfServe
1352330819,60430,214505,KOMPLsoftclsnghinge3-p,Truck,FullServeinternal
1352330819,60430,10246308,KOMPLNdrawer50x58white,Truck,FullServeinternal
1352330819,60430,30072255,KLIPPANfrmso2liningclothGB,Truck,FullServeinternal
1352330819,60430,30277959,KOMPLshelf50x58white,Truck,FullServeinternal
1352330819,60430,30388759,KLIPPANcvrfso2FlackarpmediumgreyGB,Truck,FullServeinternal
1352330819,60430,70214559,PAXwrdfrm50x58x201whiteN,Truck,FullServeinternal
1352330819,60430,90190524,FARDALdoor50x195high-glosswhite,Truck,FullServeinternal
1352330819,60430,90256893,KOMPLclothesrail50white,Truck,FullServeinternal
1352331030,60431,428549,SKUBBNboxs6white,Collect,Markethall
1352331030,60432,20393662,KULLENNNchest/5drw70x112white,Collect,SelfServe
1352331030,60432,90462355,MALMhdbrdcvrw2pllwsStanKgIdekulladgreyGB,Collect,SelfServe
1352384601,60434,70246683,KOMPLdrwrwglssfrnt50x58white,Customer,FullServeinternal
1352384601,60434,10246308,KOMPLNdrawer50x58white,Customer,FullServeinternal
1352331942,60433,10443974,DRNANbox33x38x33darkgrey,Collect,SelfServe
1352330516,60435,20400016,MUSIKwlllmpchrome-platedGB,Truck,Markethall
1352330516,60435,60518472,SOLHETTAE14250lmglobeopalwhi2-pUK,Truck,Markethall
1352332569,60438,44881100,KOLONNfloorprotector120x100,Collect,SelfServe
1352330516,60436,10203610,MALMdresstbl120x41white,Truck,SelfServe
1352330516,60436,20320312,NISSEDALmirror65x65white,Truck,SelfServe
1345368239,60441,20214566,PAXwrdfrm100x58x201whiteN,Customer,FullServeinternal
1345368239,60441,30256891,KOMPLclothesrail100white,Customer,FullServeinternal
1345368239,60441,20246708,KOMPLdrwrwglssfrnt100x58white,Customer,FullServeinternal
1345368239,60441,70277957,KOMPLshelf100x58white,Customer,FullServeinternal
1345368239,60441,70214564,PAXwrdfrm75x58x201whiteN,Customer,FullServeinternal
1345368239,60441,40256895,KOMPLclothesrail75white,Customer,FullServeinternal
